OBJECTID,Join_Count,TARGET_FID,plotid,center_lon,center_lat,shape,size_m,sample_points,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Water>irrigation ditch,grass,Water>rivers/stream,Impervious Surface (no building),Wetlands,Water>lake/ponded/container,cultivated vegetation,Bare Ground,Building,Trees_CanopyCover,unknown,bush/scrub,shadow,shape,shape,shape,shape,shape,shape,shape,shape,shape_12_13_14_15_16_17_18_19_2,Water>treated pool,shape_12_13_14_15_16_17_18_19_3,shape_12_13_14_15_16_17_18_19_4,shape_12_13_14_15_16_17_18_19_5,shape_12_13_14_15_16_17_18_19_6,shape_12_13_14_15_16_17_18_19_7,shape_12_13_14_15_16_17_18_19_8,shape_12_13_14_15_16_17_18_19_9,shape_12_13_14_15_16_17_18_1_10,shape_12_13_14_15_16_17_18_1_11,shape_12_13_14_15_16_17_18_1_12,plotid 1,center_lon 1,center_lat 1,shape 1,size_m 1,sample_points 1,flagged 1,flagged_reason 1,confidence 1,collection_time 1,analysis_duration 1,common_securewatch_date 1,total_securewatch_dates 1,Land_Cover_Elements_Water_irr_1,grass 1,Land_Cover_Elements_Water_riv_1,Land_Cover_Elements_Impervious1,Wetlands 1,Land_Cover_Elements_Water_lake1,Land_Cover_Elements_cultivated1,Land_Cover_Elements_Bare_Grou_1,Building 1,Land_Cover_Elements_Trees_Can_1,unknown 1,Land_Cover_Elements_bush_scrub_,shadow 1,shape 1,shape 1,shape 1,shape 1,shape 1,shape 1,shape 1,shape 1,shape_12_13_14_15_16_17_18_1_13,Land_Cover_Elements_Water_tre_1,shape_12_13_14_15_16_17_18_1_14,shape_12_13_14_15_16_17_18_1_15,shape_12_13_14_15_16_17_18_1_16,shape_12_13_14_15_16_17_18_1_17,shape_12_13_14_15_16_17_18_1_18,shape_12_13_14_15_16_17_18_1_19,shape_12_13_14_15_16_17_18_1_20,shape_12_13_14_15_16_17_18_1_21,shape_12_13_14_15_16_17_18_1_22,shape_12_13_14_15_16_17_18_1_23,x,y
126,1,126,1414,-97.70839000,30.29032300,,100.00000000,100,false,,100,7/19/2023 1:27:00 PM,304.7 secs,,0,0,8.00000000,0,12.00000000,0,0,0,0,14,40.00000000,0,1,25,,,,,,,,,,,,,,,,,,,,,1414,-97.70839000,30.29032300,,100.00000000,100,false,,100,7/19/2023 1:27:00 PM,304.7 secs,,0,0,8.00000000,0,12.00000000,0,0,0,0,14,40.00000000,0,1,25,,,,,,,,,,,,,,,,,,,,,-97.7083899997253,30.2903230002353
127,1,127,1415,-97.70839000,30.29482000,,100.00000000,100,false,,100,7/19/2023 1:30:00 PM,190.4 secs,,0,0,51.00000000,0,20.00000000,0,0,0,6,0,15.00000000,0,0,8,,,,,,,,,,,,,,,,,,,,,1415,-97.70839000,30.29482000,,100.00000000,100,false,,100,7/19/2023 1:30:00 PM,190.4 secs,,0,0,51.00000000,0,20.00000000,0,0,0,6,0,15.00000000,0,0,8,,,,,,,,,,,,,,,,,,,,,-97.7083899997253,30.2948200002373
128,1,128,1416,-97.70839000,30.29931600,,100.00000000,100,false,,100,7/19/2023 1:33:00 PM,190.2 secs,,0,0,1.00000000,0,1.00000000,0,0,0,0,71,12.00000000,0,0,15,,,,,,,,,,,,,,,,,,,,,1416,-97.70839000,30.29931600,,100.00000000,100,false,,100,7/19/2023 1:33:00 PM,190.2 secs,,0,0,1.00000000,0,1.00000000,0,0,0,0,71,12.00000000,0,0,15,,,,,,,,,,,,,,,,,,,,,-97.7083899997253,30.299315999818
129,1,129,1417,-97.70839000,30.30381300,,100.00000000,100,false,,100,7/19/2023 1:39:00 PM,322.4 secs,,0,0,29.00000000,0,15.00000000,0,0,0,11,10,18.00000000,0,3,14,,,,,,,,,,,,,,,,,,,,,1417,-97.70839000,30.30381300,,100.00000000,100,false,,100,7/19/2023 1:39:00 PM,322.4 secs,,0,0,29.00000000,0,15.00000000,0,0,0,11,10,18.00000000,0,3,14,,,,,,,,,,,,,,,,,,,,,-97.7083899997253,30.3038130000425
130,1,130,1418,-97.70839000,30.30830900,,100.00000000,100,false,,100,7/19/2023 1:43:00 PM,273.4 secs,,0,0,5.00000000,0,56.00000000,0,0,0,0,1,24.00000000,0,0,14,,,,,,,,,,,,,,,,,,,,,1418,-97.70839000,30.30830900,,100.00000000,100,false,,100,7/19/2023 1:43:00 PM,273.4 secs,,0,0,5.00000000,0,56.00000000,0,0,0,0,1,24.00000000,0,0,14,,,,,,,,,,,,,,,,,,,,,-97.7083899997253,30.3083089998444
131,1,131,1419,-97.70318300,30.28582600,,100.00000000,100,false,,100,7/19/2023 1:47:00 PM,222.3 secs,,0,0,3.00000000,0,29.00000000,0,0,0,1,24,23.00000000,0,1,19,,,,,,,,,,,,,,,,,,,,,1419,-97.70318300,30.28582600,,100.00000000,100,false,,100,7/19/2023 1:47:00 PM,222.3 secs,,0,0,3.00000000,0,29.00000000,0,0,0,1,24,23.00000000,0,1,19,,,,,,,,,,,,,,,,,,,,,-97.7031829996225,30.2858259996158
132,1,132,1420,-97.70318300,30.29032300,,100.00000000,100,false,,100,7/19/2023 1:50:00 PM,173.5 secs,,0,0,1.00000000,0,18.00000000,0,0,0,0,60,8.00000000,0,1,12,,,,,,,,,,,,,,,,,,,,,1420,-97.70318300,30.29032300,,100.00000000,100,false,,100,7/19/2023 1:50:00 PM,173.5 secs,,0,0,1.00000000,0,18.00000000,0,0,0,0,60,8.00000000,0,1,12,,,,,,,,,,,,,,,,,,,,,-97.7031829996225,30.2903230002353
133,1,133,1421,-97.70318300,30.29482000,,100.00000000,100,false,,100,7/19/2023 1:52:00 PM,143.7 secs,,0,0,0.00000000,0,14.00000000,0,0,0,0,58,15.00000000,0,1,12,,,,,,,,,,,,,,,,,,,,,1421,-97.70318300,30.29482000,,100.00000000,100,false,,100,7/19/2023 1:52:00 PM,143.7 secs,,0,0,0.00000000,0,14.00000000,0,0,0,0,58,15.00000000,0,1,12,,,,,,,,,,,,,,,,,,,,,-97.7031829996225,30.2948200002373
134,1,134,1422,-97.70318300,30.29931600,,100.00000000,100,false,,100,7/19/2023 1:55:00 PM,140.8 secs,,0,0,38.00000000,0,10.00000000,0,0,0,38,3,0.00000000,0,0,11,,,,,,,,,,,,,,,,,,,,,1422,-97.70318300,30.29931600,,100.00000000,100,false,,100,7/19/2023 1:55:00 PM,140.8 secs,,0,0,38.00000000,0,10.00000000,0,0,0,38,3,0.00000000,0,0,11,,,,,,,,,,,,,,,,,,,,,-97.7031829996225,30.299315999818
135,1,135,1423,-97.70318300,30.30381300,,100.00000000,100,false,,100,7/19/2023 1:59:00 PM,227.0 secs,,0,0,38.00000000,0,24.00000000,0,0,0,7,17,7.00000000,0,1,6,,,,,,,,,,,,,,,,,,,,,1423,-97.70318300,30.30381300,,100.00000000,100,false,,100,7/19/2023 1:59:00 PM,227.0 secs,,0,0,38.00000000,0,24.00000000,0,0,0,7,17,7.00000000,0,1,6,,,,,,,,,,,,,,,,,,,,,-97.7031829996225,30.3038130000425
136,1,136,1424,-97.70318300,30.30830900,,100.00000000,100,false,,100,7/19/2023 2:04:00 PM,320.7 secs,,0,4,36.00000000,0,1.00000000,0,0,0,0,4,39.00000000,0,2,14,,,,,,,,,,,,,,,,,,,,,1424,-97.70318300,30.30830900,,100.00000000,100,false,,100,7/19/2023 2:04:00 PM,320.7 secs,,0,4,36.00000000,0,1.00000000,0,0,0,0,4,39.00000000,0,2,14,,,,,,,,,,,,,,,,,,,,,-97.7031829996225,30.3083089998444
137,1,137,1425,-97.69797500,30.28582600,,100.00000000,100,false,,96,7/19/2023 4:18:00 PM,741.5 secs,,0,0,12.00000000,0,4.00000000,0,0,0,1,21,34.00000000,0,0,28,,,,,,,,,,,,,,,,,,,,,1425,-97.69797500,30.28582600,,100.00000000,100,false,,96,7/19/2023 4:18:00 PM,741.5 secs,,0,0,12.00000000,0,4.00000000,0,0,0,1,21,34.00000000,0,0,28,,,,,,,,,,,,,,,,,,,,,-97.6979749996948,30.2858259996158
138,1,138,1426,-97.69797500,30.29032300,,100.00000000,100,false,,100,7/19/2023 4:21:00 PM,156.3 secs,,0,0,23.00000000,0,18.00000000,0,0,0,2,38,6.00000000,0,0,13,,,,,,,,,,,,,,,,,,,,,1426,-97.69797500,30.29032300,,100.00000000,100,false,,100,7/19/2023 4:21:00 PM,156.3 secs,,0,0,23.00000000,0,18.00000000,0,0,0,2,38,6.00000000,0,0,13,,,,,,,,,,,,,,,,,,,,,-97.6979749996948,30.2903230002353
139,1,139,1427,-97.69797500,30.29482000,,100.00000000,100,false,,100,7/19/2023 4:22:00 PM,99.8 secs,,0,0,5.00000000,0,39.00000000,0,0,0,1,54,0.00000000,0,0,1,,,,,,,,,,,,,,,,,,,,,1427,-97.69797500,30.29482000,,100.00000000,100,false,,100,7/19/2023 4:22:00 PM,99.8 secs,,0,0,5.00000000,0,39.00000000,0,0,0,1,54,0.00000000,0,0,1,,,,,,,,,,,,,,,,,,,,,-97.6979749996948,30.2948200002373
140,1,140,1428,-97.69797500,30.29931600,,100.00000000,100,false,,90,7/19/2023 4:25:00 PM,7.8 secs,,0,0,17.00000000,0,19.00000000,0,0,0,22,33,0.00000000,0,0,9,,,,,,,,,,,,,,,,,,,,,1428,-97.69797500,30.29931600,,100.00000000,100,false,,90,7/19/2023 4:25:00 PM,7.8 secs,,0,0,17.00000000,0,19.00000000,0,0,0,22,33,0.00000000,0,0,9,,,,,,,,,,,,,,,,,,,,,-97.6979749996948,30.299315999818
141,1,141,1429,-97.69797500,30.30381300,,100.00000000,100,false,,100,7/19/2023 4:29:00 PM,208.3 secs,,0,0,34.00000000,0,12.00000000,0,0,0,0,0,42.00000000,0,3,9,,,,,,,,,,,,,,,,,,,,,1429,-97.69797500,30.30381300,,100.00000000,100,false,,100,7/19/2023 4:29:00 PM,208.3 secs,,0,0,34.00000000,0,12.00000000,0,0,0,0,0,42.00000000,0,3,9,,,,,,,,,,,,,,,,,,,,,-97.6979749996948,30.3038130000425
142,1,142,1430,-97.69797500,30.30830900,,100.00000000,100,false,,100,7/19/2023 4:34:00 PM,300.7 secs,,0,0,5.00000000,0,14.00000000,0,0,0,1,20,35.00000000,0,1,24,,,,,,,,,,,,,,,,,,,,,1430,-97.69797500,30.30830900,,100.00000000,100,false,,100,7/19/2023 4:34:00 PM,300.7 secs,,0,0,5.00000000,0,14.00000000,0,0,0,1,20,35.00000000,0,1,24,,,,,,,,,,,,,,,,,,,,,-97.6979749996948,30.3083089998444
143,1,143,1431,-97.69276800,30.28582600,,100.00000000,100,false,,100,7/19/2023 4:37:00 PM,169.8 secs,,0,0,66.00000000,0,4.00000000,0,0,0,0,0,18.00000000,0,0,12,,,,,,,,,,,,,,,,,,,,,1431,-97.69276800,30.28582600,,100.00000000,100,false,,100,7/19/2023 4:37:00 PM,169.8 secs,,0,0,66.00000000,0,4.00000000,0,0,0,0,0,18.00000000,0,0,12,,,,,,,,,,,,,,,,,,,,,-97.692767999592,30.2858259996158
144,1,144,1432,-97.69276800,30.29032300,,100.00000000,100,false,,96,7/19/2023 4:39:00 PM,130.7 secs,,0,0,63.00000000,0,0.00000000,0,37,0,0,0,0.00000000,0,0,0,,,,,,,,,,,,,,,,,,,,,1432,-97.69276800,30.29032300,,100.00000000,100,false,,96,7/19/2023 4:39:00 PM,130.7 secs,,0,0,63.00000000,0,0.00000000,0,37,0,0,0,0.00000000,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.692767999592,30.2903230002353
145,1,145,1433,-97.69276800,30.29482000,,100.00000000,100,false,,100,7/19/2023 4:40:00 PM,65.9 secs,,0,0,0.00000000,0,0.00000000,0,0,0,100,0,0.00000000,0,0,0,,,,,,,,,,,,,,,,,,,,,1433,-97.69276800,30.29482000,,100.00000000,100,false,,100,7/19/2023 4:40:00 PM,65.9 secs,,0,0,0.00000000,0,0.00000000,0,0,0,100,0,0.00000000,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.692767999592,30.2948200002373
146,1,146,1434,-97.69276800,30.29931600,,100.00000000,100,false,,100,7/19/2023 4:45:00 PM,294.0 secs,,0,0,7.00000000,0,49.00000000,0,0,0,10,4,18.00000000,0,1,11,,,,,,,,,,,,,,,,,,,,,1434,-97.69276800,30.29931600,,100.00000000,100,false,,100,7/19/2023 4:45:00 PM,294.0 secs,,0,0,7.00000000,0,49.00000000,0,0,0,10,4,18.00000000,0,1,11,,,,,,,,,,,,,,,,,,,,,-97.692767999592,30.299315999818
147,1,147,1435,-97.69276800,30.30381300,,100.00000000,100,false,,100,7/19/2023 4:50:00 PM,293.6 secs,,0,0,16.00000000,0,9.00000000,0,1,0,1,21,34.00000000,0,0,18,,,,,,,,,,,,,,,,,,,,,1435,-97.69276800,30.30381300,,100.00000000,100,false,,100,7/19/2023 4:50:00 PM,293.6 secs,,0,0,16.00000000,0,9.00000000,0,1,0,1,21,34.00000000,0,0,18,,,,,,,,,,,,,,,,,,,,,-97.692767999592,30.3038130000425
148,1,148,1436,-97.69276800,30.30830900,,100.00000000,100,false,,100,7/19/2023 4:54:00 PM,263.8 secs,,0,0,11.00000000,0,7.00000000,0,2,0,0,24,40.00000000,0,0,16,,,,,,,,,,,,,,,,,,,,,1436,-97.69276800,30.30830900,,100.00000000,100,false,,100,7/19/2023 4:54:00 PM,263.8 secs,,0,0,11.00000000,0,7.00000000,0,2,0,0,24,40.00000000,0,0,16,,,,,,,,,,,,,,,,,,,,,-97.692767999592,30.3083089998444
149,1,149,2200,-97.76304800,30.51295300,,100.00000000,100,false,,95,7/13/2023 6:54:00 PM,19.8 secs,,0,0,0.00000000,0,0.00000000,0,0,0,98,0,1.00000000,0,0,1,,,,,,,,,,,,,,,,,,,,,2200,-97.76304800,30.51295300,,100.00000000,100,false,,95,7/13/2023 6:54:00 PM,19.8 secs,,0,0,0.00000000,0,0.00000000,0,0,0,98,0,1.00000000,0,0,1,,,,,,,,,,,,,,,,,,,,,-97.763048000374,30.5129529997228
150,1,150,2201,-97.77609500,30.50171100,,100.00000000,100,false,,90,7/13/2023 6:49:00 PM,79390.4 secs,,0,0,24.00000000,0,0.00000000,0,0,0,0,0,1.00000000,0,72,3,,,,,,,,,,,,,,,,,,,,,2201,-97.77609500,30.50171100,,100.00000000,100,false,,90,7/13/2023 6:49:00 PM,79390.4 secs,,0,0,24.00000000,0,0.00000000,0,0,0,0,0,1.00000000,0,72,3,,,,,,,,,,,,,,,,,,,,,-97.7760950004066,30.5017109997735
151,1,151,2202,-97.77609500,30.50620800,,100.00000000,100,false,,96,7/13/2023 6:54:00 PM,276.6 secs,,0,0,18.00000000,0,40.00000000,0,0,0,2,0,25.00000000,0,0,15,,,,,,,,,,,,,,,,,,,,,2202,-97.77609500,30.50620800,,100.00000000,100,false,,96,7/13/2023 6:54:00 PM,276.6 secs,,0,0,18.00000000,0,40.00000000,0,0,0,2,0,25.00000000,0,0,15,,,,,,,,,,,,,,,,,,,,,-97.7760950004066,30.5062079996762
152,1,152,2203,-97.77609500,30.51070400,,100.00000000,100,false,,90,7/13/2023 8:13:00 PM,70.4 secs,,0,0,0.00000000,0,0.00000000,0,0,0,0,0,48.00000000,0,42,10,,,,,,,,,,,,,,,,,,,,,2203,-97.77609500,30.51070400,,100.00000000,100,false,,90,7/13/2023 8:13:00 PM,70.4 secs,,0,0,0.00000000,0,0.00000000,0,0,0,0,0,48.00000000,0,42,10,,,,,,,,,,,,,,,,,,,,,-97.7760950004066,30.510703999899
153,1,153,2204,-97.77609500,30.51520100,,100.00000000,100,false,,93,7/13/2023 8:14:00 PM,65.0 secs,,0,0,14.00000000,0,1.00000000,0,1,0,0,6,21.00000000,0,49,8,,,,,,,,,,,,,,,,,,,,,2204,-97.77609500,30.51520100,,100.00000000,100,false,,93,7/13/2023 8:14:00 PM,65.0 secs,,0,0,14.00000000,0,1.00000000,0,1,0,0,6,21.00000000,0,49,8,,,,,,,,,,,,,,,,,,,,,-97.7760950004066,30.5152010002749
154,1,154,2205,-97.77609500,30.51969700,,100.00000000,100,false,,96,7/13/2023 7:19:00 PM,238.2 secs,,0,0,20.00000000,0,7.00000000,0,0,0,0,12,50.00000000,1,0,10,,,,,,,,,,,,,,,,,,,,,2205,-97.77609500,30.51969700,,100.00000000,100,false,,96,7/13/2023 7:19:00 PM,238.2 secs,,0,0,20.00000000,0,7.00000000,0,0,0,0,12,50.00000000,1,0,10,,,,,,,,,,,,,,,,,,,,,-97.7760950004066,30.5196970001955
155,1,155,2206,-97.77609500,30.52419400,,100.00000000,100,false,,94,7/13/2023 8:19:00 PM,261.7 secs,,0,0,2.00000000,0,5.00000000,0,0,0,0,1,37.00000000,0,44,11,,,,,,,,,,,,,,,,,,,,,2206,-97.77609500,30.52419400,,100.00000000,100,false,,94,7/13/2023 8:19:00 PM,261.7 secs,,0,0,2.00000000,0,5.00000000,0,0,0,0,1,37.00000000,0,44,11,,,,,,,,,,,,,,,,,,,,,-97.7760950004066,30.5241940000829
156,1,156,2207,-97.77087600,30.50171100,,100.00000000,100,false,,95,7/13/2023 7:39:00 PM,342.3 secs,,0,0,5.00000000,0,12.00000000,0,0,0,0,21,38.00000000,0,0,24,,,,,,,,,,,,,,,,,,,,,2207,-97.77087600,30.50171100,,100.00000000,100,false,,95,7/13/2023 7:39:00 PM,342.3 secs,,0,0,5.00000000,0,12.00000000,0,0,0,0,21,38.00000000,0,0,24,,,,,,,,,,,,,,,,,,,,,-97.7708759997099,30.5017109997735
157,1,157,2208,-97.77087600,30.50620800,,100.00000000,100,false,,100,7/13/2023 7:44:00 PM,282.3 secs,,0,0,1.00000000,0,0.00000000,0,98,0,0,0,0.00000000,0,0,1,,,,,,,,,,,,,,,,,,,,,2208,-97.77087600,30.50620800,,100.00000000,100,false,,100,7/13/2023 7:44:00 PM,282.3 secs,,0,0,1.00000000,0,0.00000000,0,98,0,0,0,0.00000000,0,0,1,,,,,,,,,,,,,,,,,,,,,-97.7708759997099,30.5062079996762
158,1,158,2209,-97.77087600,30.51070400,,100.00000000,100,false,,98,7/13/2023 7:48:00 PM,255.0 secs,,0,0,7.00000000,0,25.00000000,0,0,0,0,34,14.00000000,0,0,20,,,,,,,,,,,,,,,,,,,,,2209,-97.77087600,30.51070400,,100.00000000,100,false,,98,7/13/2023 7:48:00 PM,255.0 secs,,0,0,7.00000000,0,25.00000000,0,0,0,0,34,14.00000000,0,0,20,,,,,,,,,,,,,,,,,,,,,-97.7708759997099,30.510703999899
159,1,159,2210,-97.77087600,30.51520100,,100.00000000,100,false,,100,7/13/2023 8:11:00 PM,191.0 secs,,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0.00000000,0,95,5,,,,,,,,,,,,,,,,,,,,,2210,-97.77087600,30.51520100,,100.00000000,100,false,,100,7/13/2023 8:11:00 PM,191.0 secs,,0,0,0.00000000,0,0.00000000,0,0,0,0,0,0.00000000,0,95,5,,,,,,,,,,,,,,,,,,,,,-97.7708759997099,30.5152010002749
160,1,160,2211,-97.77087600,30.51969700,,100.00000000,100,false,,96,7/13/2023 8:07:00 PM,337.4 secs,,0,0,2.00000000,0,1.00000000,0,0,0,0,1,56.00000000,0,28,12,,,,,,,,,,,,,,,,,,,,,2211,-97.77087600,30.51969700,,100.00000000,100,false,,96,7/13/2023 8:07:00 PM,337.4 secs,,0,0,2.00000000,0,1.00000000,0,0,0,0,1,56.00000000,0,28,12,,,,,,,,,,,,,,,,,,,,,-97.7708759997099,30.5196970001955
161,1,161,2212,-97.77087600,30.52419400,,100.00000000,100,false,,97,7/13/2023 8:02:00 PM,534.8 secs,,0,0,16.00000000,0,12.00000000,0,3,0,0,0,28.00000000,2,21,18,,,,,,,,,,,,,,,,,,,,,2212,-97.77087600,30.52419400,,100.00000000,100,false,,97,7/13/2023 8:02:00 PM,534.8 secs,,0,0,16.00000000,0,12.00000000,0,3,0,0,0,28.00000000,2,21,18,,,,,,,,,,,,,,,,,,,,,-97.7708759997099,30.5241940000829
162,1,162,2213,-97.76565800,30.50171100,,100.00000000,100,false,,96,7/13/2023 9:14:00 PM,3286.4 secs,,0,0,5.00000000,0,13.00000000,0,0,0,0,29,28.00000000,0,0,25,,,,,,,,,,,,,,,,,,,,,2213,-97.76565800,30.50171100,,100.00000000,100,false,,96,7/13/2023 9:14:00 PM,3286.4 secs,,0,0,5.00000000,0,13.00000000,0,0,0,0,29,28.00000000,0,0,25,,,,,,,,,,,,,,,,,,,,,-97.7656579997365,30.5017109997735
163,1,163,2214,-97.76565800,30.50620800,,100.00000000,100,false,,97,7/15/2023 5:07:00 PM,216.9 secs,,0,0,23.00000000,0,1.00000000,0,0,0,0,0,24.00000000,0,35,17,,,,,,,,,,,,,,,,,,,,,2214,-97.76565800,30.50620800,,100.00000000,100,false,,97,7/15/2023 5:07:00 PM,216.9 secs,,0,0,23.00000000,0,1.00000000,0,0,0,0,0,24.00000000,0,35,17,,,,,,,,,,,,,,,,,,,,,-97.7656579997365,30.5062079996762
164,1,164,2215,-97.76565800,30.51070400,,100.00000000,100,false,,99,7/15/2023 5:09:00 PM,152.7 secs,,0,0,0.00000000,0,0.00000000,0,0,0,3,0,1.00000000,0,96,0,,,,,,,,,,,,,,,,,,,,,2215,-97.76565800,30.51070400,,100.00000000,100,false,,99,7/15/2023 5:09:00 PM,152.7 secs,,0,0,0.00000000,0,0.00000000,0,0,0,3,0,1.00000000,0,96,0,,,,,,,,,,,,,,,,,,,,,-97.7656579997365,30.510703999899
165,1,165,2216,-97.76565800,30.51520100,,100.00000000,100,false,,96,7/15/2023 5:43:00 PM,337.5 secs,,0,0,11.00000000,0,12.00000000,0,0,0,0,27,28.00000000,0,0,22,,,,,,,,,,,,,,,,,,,,,2216,-97.76565800,30.51520100,,100.00000000,100,false,,96,7/15/2023 5:43:00 PM,337.5 secs,,0,0,11.00000000,0,12.00000000,0,0,0,0,27,28.00000000,0,0,22,,,,,,,,,,,,,,,,,,,,,-97.7656579997365,30.5152010002749
166,1,166,2217,-97.76565800,30.51969700,,100.00000000,100,false,,95,7/15/2023 5:24:00 PM,329.3 secs,,0,0,12.00000000,0,28.00000000,0,0,0,0,27,14.00000000,0,0,19,,,,,,,,,,,,,,,,,,,,,2217,-97.76565800,30.51969700,,100.00000000,100,false,,95,7/15/2023 5:24:00 PM,329.3 secs,,0,0,12.00000000,0,28.00000000,0,0,0,0,27,14.00000000,0,0,19,,,,,,,,,,,,,,,,,,,,,-97.7656579997365,30.5196970001955
167,1,167,2218,-97.76565800,30.52419400,,100.00000000,100,false,,95,7/15/2023 5:28:00 PM,220.2 secs,,0,0,11.00000000,0,23.00000000,0,0,0,0,29,21.00000000,0,0,16,,,,,,,,,,,,,,,,,,,,,2218,-97.76565800,30.52419400,,100.00000000,100,false,,95,7/15/2023 5:28:00 PM,220.2 secs,,0,0,11.00000000,0,23.00000000,0,0,0,0,29,21.00000000,0,0,16,,,,,,,,,,,,,,,,,,,,,-97.7656579997365,30.5241940000829
168,1,168,2219,-97.76043900,30.50171100,,100.00000000,100,false,,98,7/15/2023 5:18:00 PM,228.5 secs,,0,0,15.00000000,0,15.00000000,0,0,0,1,22,25.00000000,0,0,22,,,,,,,,,,,,,,,,,,,,,2219,-97.76043900,30.50171100,,100.00000000,100,false,,98,7/15/2023 5:18:00 PM,228.5 secs,,0,0,15.00000000,0,15.00000000,0,0,0,1,22,25.00000000,0,0,22,,,,,,,,,,,,,,,,,,,,,-97.7604389999382,30.5017109997735
169,1,169,2220,-97.76043900,30.50620800,,100.00000000,100,false,,95,7/15/2023 5:14:00 PM,312.7 secs,,0,0,20.00000000,0,19.00000000,0,0,0,0,15,30.00000000,0,1,15,,,,,,,,,,,,,,,,,,,,,2220,-97.76043900,30.50620800,,100.00000000,100,false,,95,7/15/2023 5:14:00 PM,312.7 secs,,0,0,20.00000000,0,19.00000000,0,0,0,0,15,30.00000000,0,1,15,,,,,,,,,,,,,,,,,,,,,-97.7604389999382,30.5062079996762
170,1,170,2221,-97.76043900,30.51070400,,100.00000000,100,false,,88,7/15/2023 10:18:00 PM,559.8 secs,,0,0,7.00000000,0,0.00000000,0,0,0,9,0,40.00000000,0,28,16,,,,,,,,,,,,,,,,,,,,,2221,-97.76043900,30.51070400,,100.00000000,100,false,,88,7/15/2023 10:18:00 PM,559.8 secs,,0,0,7.00000000,0,0.00000000,0,0,0,9,0,40.00000000,0,28,16,,,,,,,,,,,,,,,,,,,,,-97.7604389999382,30.510703999899
171,1,171,2222,-97.76043900,30.51520100,,100.00000000,100,false,,94,7/15/2023 10:23:00 PM,308.0 secs,,0,0,12.00000000,0,22.00000000,0,0,0,0,29,12.00000000,0,0,25,,,,,,,,,,,,,,,,,,,,,2222,-97.76043900,30.51520100,,100.00000000,100,false,,94,7/15/2023 10:23:00 PM,308.0 secs,,0,0,12.00000000,0,22.00000000,0,0,0,0,29,12.00000000,0,0,25,,,,,,,,,,,,,,,,,,,,,-97.7604389999382,30.5152010002749
172,1,172,2223,-97.76043900,30.51969700,,100.00000000,100,false,,93,7/15/2023 10:09:00 PM,14975.6 secs,,0,0,6.00000000,0,15.00000000,0,0,0,0,34,33.00000000,0,0,12,,,,,,,,,,,,,,,,,,,,,2223,-97.76043900,30.51969700,,100.00000000,100,false,,93,7/15/2023 10:09:00 PM,14975.6 secs,,0,0,6.00000000,0,15.00000000,0,0,0,0,34,33.00000000,0,0,12,,,,,,,,,,,,,,,,,,,,,-97.7604389999382,30.5196970001955
173,1,173,2224,-97.76043900,30.52419400,,100.00000000,100,false,,94,7/15/2023 5:59:00 PM,285.5 secs,,0,0,18.00000000,0,24.00000000,0,0,0,0,24,16.00000000,1,0,17,,,,,,,,,,,,,,,,,,,,,2224,-97.76043900,30.52419400,,100.00000000,100,false,,94,7/15/2023 5:59:00 PM,285.5 secs,,0,0,18.00000000,0,24.00000000,0,0,0,0,24,16.00000000,1,0,17,,,,,,,,,,,,,,,,,,,,,-97.7604389999382,30.5241940000829
174,1,174,2225,-97.75522000,30.50171100,,100.00000000,100,false,,92,7/15/2023 5:54:00 PM,631.0 secs,,0,0,49.00000000,0,0.00000000,0,0,0,31,0,6.00000000,0,12,2,,,,,,,,,,,,,,,,,,,,,2225,-97.75522000,30.50171100,,100.00000000,100,false,,92,7/15/2023 5:54:00 PM,631.0 secs,,0,0,49.00000000,0,0.00000000,0,0,0,31,0,6.00000000,0,12,2,,,,,,,,,,,,,,,,,,,,,-97.7552200001398,30.5017109997735
175,1,175,2226,-97.75522000,30.50620800,,100.00000000,100,false,,96,7/15/2023 10:26:00 PM,167.5 secs,,0,0,43.00000000,0,0.00000000,0,0,0,1,0,23.00000000,0,13,20,,,,,,,,,,,,,,,,,,,,,2226,-97.75522000,30.50620800,,100.00000000,100,false,,96,7/15/2023 10:26:00 PM,167.5 secs,,0,0,43.00000000,0,0.00000000,0,0,0,1,0,23.00000000,0,13,20,,,,,,,,,,,,,,,,,,,,,-97.7552200001398,30.5062079996762
176,1,176,2227,-97.75522000,30.51070400,,100.00000000,100,false,,95,7/16/2023 12:31:00 AM,227.6 secs,,0,0,10.00000000,0,14.00000000,0,0,0,1,17,36.00000000,0,4,18,,,,,,,,,,,,,,,,,,,,,2227,-97.75522000,30.51070400,,100.00000000,100,false,,95,7/16/2023 12:31:00 AM,227.6 secs,,0,0,10.00000000,0,14.00000000,0,0,0,1,17,36.00000000,0,4,18,,,,,,,,,,,,,,,,,,,,,-97.7552200001398,30.510703999899
